"","KB100","KB101","KB102","KB103","KB104","KB105","KB107","KB108","KB109","KB110","KB111","KB112","KB113","KB114","KB115","KB116","KB117","KB142","KB143","KB144","KB145","KB146","KB147","KB148","KB149","KB150","KB151","KB152","KB153","KB154","KB155","KB156","KB157","KB158","KB159","KB160","KB161","KB162","KB163","KB164","KB165","KB166","KB167","KB168","KB169","KB170","KB171","KB172","KB173","KB174","KB175","KB176","KB177","KB178","KB179","KB180","KB181","KB182","KB183","KB184","KB185","KB186","KB187","KB188","KB189","KB190","KB191","KB192","KB193","KB194","KB195","KB196","KB197","KB198","KB199","KB200","KB201","KB202","KB203","KB204","KB205","KB206","KB207","KB208","KB209","KB210","KB211","KB212","KB213","KB214","KB215","KB216","KB217","KB218","KB219","KB22","KB220","KB221","KB222","KB23","KB24","KB25","KB26","KB27","KB28","KB29","KB30","KB31","KB32","KB33","KB34","KB35","KB36","KB37","KB38","KB39","KB40","KB41","KB42","KB43","KB44","KB45","KB46","KB47","KB49","KB50","KB51","KB52","KB53","KB54","KB55","KB56","KB57","KB76","KB77","KB78","KB79","KB80","KB81","KB82","KB83","KB84","KB85","KB86","KB87","KB88","KB89","KB90","KB91","KB92","KB93","KB94","KB95","KB96","KB97","KB98","KB99"
"Q9NWU5",46043.6,33800.1,35050.5,84133.8,42786.4,101084,62372.1,28316.7,16595.2,NA,12784.7,65146.8,28543.1,23657.6,6790.35,50988.1,NA,45525.7,16875.9,50090.3,6110,68257,NA,64841.5,NA,NA,39396.1,17558.9,22416.2,114029,49228.5,100423,6539.82,34311.6,26948.6,30085,NA,26552.9,55896.3,NA,NA,91489.6,NA,158528,20565.5,160368,NA,13943.8,42816,125158,90354.4,19259.9,64419.6,25436.6,NA,NA,11839,12634.4,17957,20309,NA,NA,NA,29993.7,NA,NA,6298.48,NA,NA,NA,NA,NA,13151.6,5443.09,19076.6,40573.7,34321.5,28082.4,58613.9,21343.7,38140.4,75157.8,39969.2,32998.4,24364.1,NA,12826.2,120143,118581,NA,NA,NA,52045.3,43342.6,12050.5,14135.6,NA,15225.1,63048.9,67548.8,45183.8,87961.5,29429.4,41059.7,99019.1,19000.6,45579.1,NA,NA,NA,127124,36285.9,14949,16632.7,32862.6,58948.4,16700.2,37854.4,NA,16250.7,NA,NA,29669,NA,6429.65,26952,27590.9,73157.7,NA,NA,30565.4,43695.4,19619,45243.4,NA,96566.5,20272.4,28773.6,11321.5,12474.2,NA,28849.1,23640.9,39278.9,NA,42417.9,24991.3,NA,NA,125529,17262.7,53079.5,75667.2,27621.4,62278.7,26384.5,54480
"Q9NWV4",35237.1,48003.1,74530.4,52003.3,70212.4,58129.3,23281.4,44240.5,53989.2,NA,114894,113700,104926,165217,164888,188056,103386,39143.3,58983.8,110649,107804,NA,117803,35096,79348.3,33428.8,97483.6,97156.6,78376.4,NA,NA,44938.5,148786,72287.5,136250,123365,165304,42399.3,59564.1,18294.6,52125.9,NA,38056,48393.1,157690,16015.2,50314.8,73119.4,125438,11434,24951.4,49909.9,79677.7,25797.4,2118.51,26155.8,63399.2,141800,78920.1,92440.8,111978,NA,22482.9,139601,57115.7,73932.7,173260,22655.6,NA,22401.5,12797.9,NA,30737,70329.3,40001.5,93304.6,NA,42144.2,81563.6,66468.3,NA,6043.95,57031.2,72282.1,32364.2,NA,149031,46928.3,40934.3,56703.6,6664.28,118995,47944,157128,92700.7,43464.1,NA,55808.9,70781.8,NA,25979.6,71129.3,72679.4,126349,39792.1,8017.25,52651.9,161351,88846.5,33189.9,9917.2,25965.1,48443,63341.9,31238.3,38992.3,59949.7,73710.1,163171,57207.7,72464.6,107718,65063.7,91569.9,78790,35406.2,46035.9,26090.3,34100.8,42580.5,41116.5,134265,35131.6,40070.6,12325.2,28949.1,46150.9,71428.1,66093,55735.5,41766.1,99577.4,62642.5,20256.8,53808,96391.5,66730.1,NA,NA,93210.9,108681,95250.6,94996.6,163186,67946.3,54422.1,7843.07
"Q9NWV8",NA,NA,57944.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,36041.9,NA,NA,354604,24025.1,58543.2,29754.8,36996.5,77047.1,85313.9,NA,NA,NA,NA,NA,53949.4,NA,NA,NA,177422,NA,10190.6,31617.2,NA,88134.2,NA,43447.9,NA,NA,NA,NA,NA,NA,NA,47014.7,NA,77213.6,NA,66809.1,NA,46023.5,55960.8,NA,NA,NA,40351.7,38268.3,NA,NA,93293.3,36207.8,33405.2,NA,129780,45644.4,337311,38977,37920.6,NA,NA,NA,NA,NA,NA,NA,NA,34195.9,32643.8,NA,NA,60915.8,NA,NA,NA,NA,NA,55018.8,NA,26882.2,NA,62737.1,NA,73558.7,44493.4,62019.6,NA,65552.6,155261,36400.9,309075,73094.5,62362,145686,NA,420642,20422.1,39677.7,111536,NA,145752,108869,149042,54591.3,55921.8,76937.4,228875,33860.5,44463.2,NA,NA,35078.4,90177.2,NA,NA,NA,241308,NA,247364,NA,35495.1,NA,39456.2,30201.1,NA,NA,NA,NA,NA,NA,17730.5,NA,NA,NA,313434,NA,NA,NA,54167,85301.4,37343.2,31795.6,NA,NA,48804.4,NA
"Q9NWW5",12450,NA,NA,70717.1,NA,NA,NA,52186.9,7085.97,65330.9,52428.2,12332.9,9893.53,43708.5,26219,NA,NA,27007.4,7035.2,12158.8,NA,119502,NA,NA,NA,16567.6,NA,NA,NA,NA,15205.1,23476.2,22280.9,6481.56,NA,18054.1,8256.4,NA,39510.5,7601.65,NA,38718.7,NA,NA,NA,10440.6,NA,26011.6,14932.8,51636.2,NA,18117.5,62354.3,NA,NA,25369.9,NA,5657.31,4162.57,23078.1,NA,36552.1,11621.7,25516.7,11049.4,27019.6,NA,63628.1,NA,NA,NA,NA,NA,8962.65,49884.8,NA,NA,9687.25,36135.3,NA,11878,46255.9,16119.4,8585.74,NA,NA,NA,NA,44899.4,NA,NA,NA,10476.8,108491,5492.65,NA,47882.1,18583.3,8937.88,NA,71534.7,20810.1,80752.4,11725.2,NA,65225.7,NA,15906.8,NA,NA,65304.5,15093.4,NA,18693.4,8576.9,33225.6,NA,6838.7,NA,NA,38285.5,28688.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28478.2,5779.58,28978.7,7371.68,NA,34493.1,11681.4,21142.6,14088.7,44497.7,23639,19606.1,28522.2,NA,NA,NA,NA,19693.1,7192.53,5345.14,29476.6,NA,11460.9,5787,49127
"Q9NWX5",NA,5364270,2277000,NA,2458480,NA,3768140,29762.4,2553910,NA,2068560,NA,2249380,26698.5,3096860,NA,2156550,21340.8,1995170,15270.2,2551080,NA,4777.39,NA,3989780,2124040,2817980,35240.3,1964870,NA,639635,NA,2193050,NA,2422730,2161590,2522340,NA,NA,NA,2065320,NA,944658,NA,4307250,NA,117124,2993030,3077060,NA,3174850,4338290,NA,3158610,NA,2711130,52526,23136.3,3570280,9205.88,2782120,31787.4,2225840,11477.2,2165770,12094.1,6069060,NA,NA,2107480,48290.2,NA,3232760,1843200,14397.3,2606830,29260.9,3387490,62088,3153020,NA,1814130,NA,3514160,526586,6682920,1126850,925420,11385.4,980716,49847.6,835074,7721.05,75406,NA,NA,8704.45,3494640,5437410,11289.3,115991,5898.87,27497,56593.7,40198.5,52249.6,20843.8,48887.4,39064.4,NA,NA,NA,16652.4,122151,NA,134595,NA,178262,129781,2787780,805632,4067200,872074,3299780,5023.47,NA,768709,2524.92,NA,1693320,4034990,NA,964343,1880010,18433.2,NA,1981890,15706.3,2075190,NA,3785400,9595.24,2743180,NA,937635,25467.6,1399290,NA,1478860,25699.9,1615710,5836.87,NA,3072610,26426.9,1992430,NA
"Q9NX14",354494,1158760,966806,430865,1277760,1051690,519136,391297,962517,658411,214132,1006260,773064,296296,551183,463834,1064690,356375,641817,488883,798959,377564,858216,150454,1233200,609621,991793,466381,559991,298690,793157,781805,710161,642490,745271,865219,723438,536933,137643,108178,794121,463705,994039,1520240,980654,1146310,688099,1109080,1097110,1207760,1768610,803090,942361,778574,317209,517860,488626,572207,628648,996750,786476,473069,489771,646189,635841,735519,996994,513369,485248,563712,997739,165508,1213540,515985,616285,534676,906014,1525160,772407,1172010,649815,999214,1050880,916148,834846,1213490,884527,272356,508576,1081720,934390,884831,356745,187162,384813,189800,974664,808312,902670,89243.8,617743,653701,253736,834061,721099,852170,192228,575562,311647,317790,394478,622036,416500,598267,489889,256633,780820,687941,600957,883682,627349,609472,1014330,868544,20634.8,586088,783717,849281,130603,1031990,1212070,604691,855503,865652,704255,324521,1188960,358068,724673,1241900,1141820,620832,1504230,296012,445926,474130,796998,216561,643591,605063,557118,795895,1061530,1359710,551209,698437,668469
"Q9NX24",186795,NA,NA,182333,NA,336463,NA,115340,NA,21661.6,NA,235451,NA,194030,55504.2,82842.2,NA,97426.4,NA,351571,26745.9,17656.9,NA,NA,NA,NA,NA,275556,37946.4,171689,NA,47828,NA,89169.2,NA,NA,NA,NA,193638,NA,NA,NA,NA,NA,NA,273173,NA,NA,NA,444815,NA,NA,354697,NA,66742.7,NA,288067,108486,NA,172969,NA,89097.5,NA,249696,NA,286305,NA,NA,NA,125293,73805,NA,NA,NA,80761,NA,NA,NA,82892.4,NA,311139,NA,288019,NA,25122.5,NA,41740.9,NA,NA,NA,186877,NA,123864,NA,188926,45526.1,225433,NA,NA,273081,223486,470234,441426,334074,329528,400705,470657,247783,829373,679033,132986,62931.1,467336,427382,406575,238047,20006.6,200074,173407,64397.9,NA,NA,37033.2,NA,NA,78896.4,NA,890401,NA,81764.3,NA,337674,86166.6,NA,NA,182138,NA,302405,NA,209166,NA,272317,NA,NA,NA,302203,NA,123781,NA,44604.2,115028,210663,180536,NA,125793,NA,NA
"Q9NX40",NA,301449,293153,62992.2,142868,212390,244061,89082.1,253453,NA,343537,91494.6,466790,136406,136911,109117,123724,121951,207172,231465,378679,NA,NA,NA,184341,343977,310316,158510,184912,NA,93580.6,253233,251300,84249.3,195403,303738,334724,102242,37905.9,NA,205026,49157.3,102323,189327,313378,NA,NA,69913.9,134552,127449,143361,279691,42036.9,192981,NA,175131,153681,85491.2,261154,103807,223361,51661.7,NA,87382,333479,66175.2,297308,72263.3,NA,64475.1,75397.5,NA,249975,324389,164084,218012,NA,NA,105154,328274,19299.7,88463,118658,372922,197346,170875,193502,NA,121882,84159.6,91543.8,53688.4,211049,71213.1,116544,NA,50563.9,327014,357285,140948,315912,366592,199275,206831,341294,250682,167019,38759.1,70526.5,NA,NA,42508.1,80912.3,189841,151883,304184,89795.5,540169,132813,537556,NA,453267,249476,215745,NA,72140.9,141880,91734.7,NA,325860,202808,86247.1,185947,298138,NA,NA,110182,48574.1,178796,8617.85,205966,NA,279905,54804.6,125986,117298,318752,NA,140114,278110,297628,201760,106559,199664,34318.5,373024,NA
"Q9NX46",NA,80372.4,69756.6,NA,41981,59145.4,NA,42198.8,72806.8,NA,NA,113231,62381,102340,54067.2,96101.4,50989.1,59216.4,96731.2,127835,84639.4,NA,NA,87727.8,6764.25,165757,NA,72808,45861.3,19978.3,NA,50362.3,60337.3,72263,54495.2,42657.1,NA,161726,202585,179383,223082,80143.7,NA,140539,NA,55670.7,NA,NA,180240,314491,NA,202340,106090,116073,10799.6,NA,39311.7,141755,140056,129392,113672,120086,60378.6,104123,48102.9,195504,153925,26145.1,NA,65033.2,NA,NA,NA,66810.1,57464,86726.5,NA,NA,29731.1,28064.5,117298,NA,109580,71329.8,70651.3,NA,NA,NA,62452.9,151172,NA,NA,38964.8,131170,103546,NA,143333,164362,83611.5,NA,24330.7,43752.6,22386.4,97145.8,80967.4,59945.4,106759,NA,58227.5,38581.3,35571.8,62734.4,94078.1,30978.3,105618,95527.6,33759,67145.8,80148.2,103200,114637,NA,118183,207348,NA,98928.2,27672.6,99935.6,27658.3,20936.5,199854,137581,65378.5,71855,150187,49288.9,NA,141120,NA,77848.3,135587,97220.2,138769,37360.8,118549,54491.6,63843.3,60809.7,116065,122871,107853,99409.5,72754.9,67773.1,43871.1,31733.8,NA
"Q9NX55",28179.4,NA,29335.9,32382.8,NA,NA,NA,72922.5,NA,NA,NA,28235.9,16027.4,80753.2,58017.5,75340.5,8155.01,41611,24320.5,214555,54736.3,26843.2,NA,NA,NA,NA,40645.5,85485.8,14334.2,52076.7,NA,172540,62374.5,100374,61067.5,52149.5,74684.8,86178.5,65298.6,71235.6,NA,81884.3,NA,83892,18727.9,103107,NA,NA,14351.1,28226.6,NA,NA,69696.3,10718.6,29754.9,12171.4,NA,51776.8,104277,67010.1,43951,57440.4,NA,99962.3,53537.6,49745.5,NA,104109,17686.7,NA,54778.1,NA,NA,15943.6,65734.4,NA,127088,26977,71751.3,35790.3,106695,NA,114861,44576.4,12864,NA,NA,NA,77503.1,36321.5,164859,NA,103247,127310,158559,44363.4,154441,NA,75263.4,110144,89697.9,65349.1,265853,120143,NA,172551,96433.3,NA,69014.4,89436.8,NA,NA,237134,94150.3,78351.8,161481,NA,99766.3,NA,NA,NA,NA,NA,50361.8,NA,NA,NA,58834.1,NA,51847.2,NA,47408.3,NA,27153.2,29005,7647.98,NA,33023.7,52968,77313.5,21682.5,23956.7,9371.04,35754.8,64472.4,85971.9,48038.8,18897.2,NA,120545,4631.48,97450.6,54729.9,56782.4,67810,67873.9,68641.4
"Q9NX58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127827,NA,NA,NA,NA,NA,NA,NA,NA,NA,116215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9NX63",492917,970878,1182650,1154970,1095890,3043400,925155,1197980,828335,891086,1140700,1168610,988988,746721,1060040,614852,803936,827603,1034630,1136750,847407,422337,392691,169104,1266760,1232930,991453,1103130,1091080,768071,788434,3786360,1206860,1234910,908356,1206470,1299070,1742410,728960,665833,1271940,1946490,510840,2358300,1035940,648805,323626,1190100,1439910,1118270,1532890,1307740,966321,1469450,594993,1233800,1005020,1041600,1170490,1248330,1018490,822858,1042550,622690,953627,600556,945257,715123,862488,1149020,904225,330233,486984,1324350,1440050,1235020,777625,1916690,1292710,1070610,361790,1270040,2166550,1635630,1042390,856950,1176700,584891,1445430,1271690,743381,795351,926200,1378490,933340,443624,887611,1549580,1492420,710165,676864,1244410,1227380,2443810,610549,842755,1209950,685164,1469360,309637,446911,552177,714259,719876,1292330,1269480,714472,1209260,867631,1340110,1553750,991479,1001350,1538050,322323,989312,1103540,2270950,200321,1009610,1758200,723087,1559320,1064830,718628,299469,1022800,845962,1472640,930297,955377,730650,1359050,840223,1157480,774816,1001910,486035,808663,2453860,1024930,1172610,2225150,1113040,932185,906097,312977
"Q9NXA8",544160,73848.6,128071,44014.3,60373.9,75670.6,93527.6,15280.5,173000,33007.1,38836.3,136082,162610,70862.3,90973.2,10379.5,62657.5,13837.6,150052,33535.9,103278,NA,NA,NA,102691,126951,135201,56642,169531,NA,NA,73465.7,78114.8,108227,112382,135059,80280.6,22920.4,17737.7,NA,147850,NA,NA,48116.8,50360.3,NA,22390.7,69371.9,64914,110501,NA,135386,99039.3,139330,NA,153706,106462,73981.2,150958,72029.3,156521,24014.3,32748.2,55218,140065,19401.2,43183.1,52163.4,46490,52203.6,NA,NA,59644.5,201624,44374.4,96553.8,121912,24865.8,87041.4,103074,NA,NA,121612,137397,153817,69424.8,128485,73718.3,92317.5,225463,NA,NA,46683.6,NA,88775.2,NA,70969.6,127006,184186,NA,9180.54,85413.9,31889.4,126426,126590,26239.8,11901.3,30821,21062.3,69266.3,NA,52072.9,22964.1,58754.8,57712.7,102930,NA,58088.7,67951.6,151038,105570,134163,132875,77958.6,NA,206330,202776,108876,NA,114747,111696,329456,142920,191341,53320,41975.3,54617.4,30949.6,203734,32605.2,152398,NA,58992.9,62558.8,147908,31545.7,192680,NA,NA,78623.3,113438,100028,102506,139012,37785.8,109942,NA
"Q9NXG2",213898,26701.4,30553.6,40904.6,30332.9,58565,24665.8,54005,22269.1,57712.2,NA,109368,32763,56044.9,6418.08,66874.7,40018.1,80047.2,14531.4,75984.3,34702,206297,50556.7,12881.7,32516.7,45419.4,12737,95713.8,35002.8,NA,NA,92703.7,33668.6,208868,38914.5,24428.4,44200.6,121716,195983,15729.1,NA,40200.9,NA,149570,12017.8,54028.9,19621.1,23756.9,49364,6075.22,5557.84,54918.2,85444.3,60579.7,49706.2,NA,132644,187516,32695.3,96933.5,24563.2,135973,18374.8,170267,35353.8,146995,16398,78278.1,56251.5,NA,NA,52225.5,39806.3,56468.3,69957,51142.5,115983,NA,53669.1,21280.6,57981,NA,126403,17741,94302.6,9205.42,18860.6,28904,117366,57904.6,27458,27085.1,227766,51424,152644,212105,30718.2,22325.9,46339.9,NA,57135.5,109601,77333.3,99679.7,107543,123901,104843,64376.2,71617.2,279653,NA,114318,106099,98500.8,94538.8,30244.5,144911,80475.7,130457,31650.5,53662.5,28789.4,76460.7,NA,172584,177493,33161.7,162947,32876.1,12008.1,NA,247295,60832.6,25490.3,70054.9,42753.3,26374.7,112334,44384.7,264022,23860.6,194368,23235.8,242169,56448.7,73380.8,37070.2,75032.4,28929.4,150478,27563,165751,93512.3,42013.9,79453.6,27583.9,173235
"Q9NXR7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10722.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6145.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9NXV6",7875.12,NA,9925.49,8719.47,NA,NA,10259.7,24229.3,10846,NA,12226.7,15417.3,23110.2,6018.45,16844.3,23555.1,NA,31466.1,17651.8,104079,29498.3,NA,NA,NA,NA,NA,12731.6,70515.4,32674,NA,NA,33706.6,26866.7,47256.5,18861.6,NA,NA,NA,30297,NA,NA,NA,NA,NA,7997.44,45614.5,NA,14928,10121.9,51306.2,17467.8,NA,11608.6,NA,NA,NA,NA,77261.2,36193.1,25556.1,12605.2,8067.69,12953.1,20032.5,9643.14,4945.36,NA,23181.1,NA,NA,NA,NA,NA,16873.6,55714.8,9630.26,54602.9,8968.58,31541.6,20861,NA,NA,27068.7,7944.21,18857,NA,NA,NA,NA,NA,31773.3,NA,22304.7,7557.46,72499.1,NA,NA,4161.6,19530.2,15770.1,27067.7,15752.7,5594.68,5597.29,16449.3,20914.9,19200.5,NA,5036.08,NA,NA,NA,31842.4,29049.5,3054.42,7000.35,NA,28898.8,23933.8,4258.66,4707.89,NA,NA,12609.6,5697.63,18339.7,30509.8,134462,NA,27084,NA,36728.1,15315,18080.9,15025,2142.52,NA,27605.1,NA,43084.8,9149.56,14170.1,25440.8,16388.7,NA,52592.4,37493.7,NA,3679.34,109138,15971.3,90487.6,24392.4,11417.9,37638.4,41132.9,NA
"Q9NXW2",NA,NA,110408,118529,NA,NA,NA,143547,28907.8,122355,NA,3299.35,135173,239337,NA,NA,NA,186659,84220.9,NA,101172,54621,NA,NA,NA,NA,50190.7,73884.2,83564.7,39119.8,90646.1,55394.3,33907.5,86612.6,69325.4,44033.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13601,NA,NA,NA,NA,NA,NA,55351.3,74875.4,69517.8,115382,28222.3,NA,32267.1,74287.4,NA,NA,72747.6,NA,103412,NA,NA,15776.9,65874.1,173298,NA,63677,NA,109862,48869.1,NA,NA,69679.1,28765.5,NA,NA,88113.3,NA,NA,NA,79232.3,NA,116730,NA,102688,9880.59,207863,NA,72818.8,134517,170993,21169,113344,21810.1,NA,83795.3,95656.7,166918,126578,16217.3,36199,2191.82,133280,22703.1,60940,72014.6,77900.3,125390,60757.8,92326.2,NA,56531.8,NA,NA,NA,NA,79270.6,NA,NA,NA,NA,19470,30366.9,124650,NA,57483.2,NA,8419.99,148898,NA,92389.5,140502,NA,72027.5,36429.3,75851.6,90010.4,NA,122633,54184.4,40347.8,33879.8,36356.2,89410.4,NA,99075.8,17770.4
"Q9NY12",430530,188661,136402,358619,148534,789279,99062.8,177250,98316.4,871048,NA,386519,75117.6,408515,148963,209472,75393.1,330562,79475.1,356620,52206.2,347318,115161,184498,29899.4,140279,61582.3,421572,114932,576619,204688,155445,153638,220037,79760.3,73086.8,120991,163274,484513,184664,NA,328745,119939,247337,122052,314682,88184.2,73994.3,99092.6,571473,53727,101874,729174,134805,310509,255556,585201,267752,66979.6,455116,109719,155072,126475,326026,114348,144996,49353,61575.7,388932,260469,310382,179962,111670,110818,298418,119185,287698,83399,133245,55870,261912,NA,308552,91954.5,65219.6,85564.2,109482,48954.5,208218,128104,322212,NA,224577,229742,253148,149028,829616,84245.9,130008,197867,170019,483275,451668,384592,89562.8,441266,240460,314149,470454,562324,456415,273876,330582,451842,293707,189028,118332,203998,176010,70281.5,187006,95309.1,116694,45459.2,117131,65568.5,104166,719331,NA,NA,4106.49,462014,170760,111391,286264,540068,184870,549192,138734,462512,203136,785261,160469,157089,156556,294573,82376.6,366014,122724,247553,72798.6,320874,278321,138845,148702,129370,152200
"Q9NY15",NA,26781.8,36169.3,NA,47029.5,NA,44648,NA,16546.4,NA,30023.6,17222.7,19773.7,NA,20178.7,12931.1,51910.1,NA,38676,NA,62148.7,NA,NA,NA,NA,NA,27127.9,NA,18191.8,NA,8217.36,NA,8603.87,NA,17935.8,59991.8,27871.5,NA,NA,NA,NA,NA,NA,NA,36008.2,NA,NA,32272,80359.2,NA,34315.5,NA,NA,13237.3,NA,17087.3,NA,NA,21800.5,NA,29956.4,NA,8626.68,NA,42347.1,NA,NA,NA,NA,6300.81,NA,NA,7358.27,14992.1,NA,18779.5,NA,11251.1,NA,33480.8,NA,NA,NA,32188.6,13172.5,NA,NA,19712.8,NA,36954.1,NA,NA,NA,NA,NA,49659.4,NA,NA,26816.5,NA,NA,NA,NA,NA,6291.85,NA,NA,NA,24006.9,27561.3,NA,NA,NA,6655.28,NA,NA,NA,16013.9,30184.1,29245.5,50156.1,36754.7,NA,41366.3,NA,3067.34,15204.9,NA,NA,22386.6,23945.9,16230.7,35005.5,29918.6,NA,NA,17757.1,NA,15508.6,NA,NA,NA,48601.8,NA,12306.4,NA,42138.8,NA,23013.3,NA,30186.4,NA,NA,34411.6,NA,29975.5,NA
"Q9NY33",416118,269843,205981,506383,277324,596295,165611,504194,199302,503104,371740,302848,285308,348158,144121,348047,136227,716836,291318,388436,271844,146497,198696,636929,80007.5,143191,286830,863160,260481,219326,214922,195100,158425,457113,333957,270826,229279,169246,260812,606238,235370,276814,129678,835900,221291,151710,298073,128080,166806,472011,287137,187154,348717,288698,653480,225355,217610,410522,542117,268617,246252,317013,237495,329512,203248,405158,286751,306435,235391,237911,204210,174105,208594,322194,374175,152947,820343,241266,345450,219169,317886,211948,569684,306917,195853,222877,157156,365971,692002,283976,380801,273821,276125,358717,651135,177403,167352,123781,409318,144222,302790,428321,521421,326972,148495,194660,468241,223189,237545,704472,338978,279063,293729,311721,590521,604167,392602,527132,356519,454456,108619,191382,399230,204614,924209,261370,298646,427439,131133,296701,121080,179000,243934,271049,338762,221928,188565,570262,298868,362603,243976,358666,170531,211362,276679,945172,326561,224231,339795,466851,299930,600785,667358,214369,348875,304426,284551
"Q9NY93",NA,NA,NA,NA,12573.9,24061.2,NA,50646.6,NA,NA,NA,25084.2,18729.1,13168.2,NA,35213.4,11770.8,NA,NA,78186.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99425.5,NA,59844.8,NA,NA,NA,NA,131059,NA,NA,NA,NA,107956,9148.4,NA,NA,14059.4,NA,97045.6,23591.2,NA,57373.5,NA,NA,NA,43046.9,12697.8,NA,35501.3,NA,NA,NA,25775.4,18854.1,95784.8,NA,13801.4,NA,NA,NA,NA,NA,12032.7,18759.1,NA,NA,9619.99,73235.1,NA,44662.1,28288.7,181791,NA,NA,40980.5,NA,11500.6,51877.9,NA,NA,NA,60752.4,118283,65741.5,NA,201926,NA,NA,39793.6,13370.2,164705,72992.4,97254.2,NA,25300.9,78495.9,101114,53685.4,79390.3,NA,137887,131166,36672.1,43371.9,115726,NA,57006.4,NA,NA,24939.4,NA,NA,NA,115085,NA,NA,94661.8,NA,16531.5,NA,NA,NA,NA,NA,82434.1,NA,51183.1,NA,NA,NA,61423.6,NA,NA,NA,46015,NA,NA,NA,NA,NA,NA,91934.5,NA,42842.1,NA,NA
"Q9NYF8",739609,185800,170798,204822,164546,733291,93037.6,394041,119052,329898,70012.9,1195880,179991,216484,112260,280250,117828,252956,436393,1061000,225964,222577,308084,228567,NA,359757,123176,749446,446349,144687,133202,631000,301026,1093130,310763,204828,NA,NA,468178,154511,32275.2,266663,100642,278597,NA,79712.3,45934.1,194591,191201,270701,73903.8,132927,81237.3,166646,63729.9,96303.4,911451,2832770,159771,484309,174220,163604,230423,551904,118146,350797,105742,272651,52503.9,215612,69616.4,196750,63249.1,215424,431676,334161,134803,174804,539792,218696,413346,96529.1,385123,100641,743815,72415,347968,302696,277944,357199,198323,127390,797086,399694,288648,NA,521049,98513.5,346982,NA,NA,6418.8,170961,30692.5,254122,NA,74505.8,19446.2,24199.1,NA,NA,28481.9,195230,136614,NA,NA,501211,182496,732856,16261.3,86590.8,NA,293452,160610,267548,821569,587864,675861,8170010,307294,61423.2,1042970,607744,102511,75335.9,179107,113556,125553,183423,99546.9,149922,119792,139541,784791,NA,324534,55283.6,30123.2,61898.2,593957,354417,442819,430215,96615.1,384775,292368,NA
